endereco_edificio;bairro_padronizado;logradouro_fmt;numero_fmt;total_transacoes;m2_privativo_medio;m2_privativo_mediana;valor_medio_corrigido;valor_min_corrigido;valor_max_corrigido;area_privativa_media;latitude;longitude
Rua Arlindo Gouveia, 145 - Madalena;Madalena;Rua Arlindo Gouveia;145;129;11347.1;11483.5;1600500.76;105445.02;1998303.34;141.05;-8.057496;-34.90427
Av Beira Rio, 1305 - Torre;Torre;Av Beira Rio;1305;129;8691.54;8621.26;1044375.97;555265.19;1454038.99;120.16;-8.050168;-34.90346
Av Prefeito Lima Castro, 300 - Ilha Do Retiro;Ilha Do Retiro;Av Prefeito Lima Castro;300;129;8930.97;10690.83;1197374.72;116611.13;1853863.69;134.07;-8.065319;-34.902866
Rua Presidente Nilo Pecanha, 531 - Imbiribeira;Imbiribeira;Rua Presidente Nilo Pecanha;531;127;4921.04;4907.13;266358.88;60498.48;399666.7;54.43;-8.118863;-34.910529
Rua Desembargador Joao Paes, 60 - Boa Viagem;Boa Viagem;Rua Desembargador Joao Paes;60;126;13632.66;13476.84;802554.57;633842.71;1039914.12;58.87;-8.126907;-34.899118
Rua Pajussara, 110 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Pajussara;110;126;5841.69;5666.22;338369.82;143350.15;547752.2;58.02;-8.082307;-34.94126
Rua Vinte E Um De Abril, 50 - Afogados;Afogados;Rua Vinte E Um De Abril;50;126;5339.94;5537.48;144770.44;83062.14;228420.89;28.11;-8.077485;-34.907488
Rua Jose De Holanda, 827 - Torre;Torre;Rua Jose De Holanda;827;125;8480.59;8665.19;574243.94;42160.17;826532.94;68.0;-8.045545;-34.911566
Av Afonso Olindense, 1436 - Varzea;Varzea;Av Afonso Olindense;1436;125;6083.36;6108.65;360895.76;280230.69;415035.72;59.33;-8.04329;-34.959091
Rua Cruzeiro Do Forte, 152 - Boa Viagem;Boa Viagem;Rua Cruzeiro Do Forte;152;125;8801.26;8310.66;640541.07;365968.35;865819.63;72.8;-8.138019;-34.909365
Rua Dos Navegantes, 1706 - Boa Viagem;Boa Viagem;Rua Dos Navegantes;1706;125;8433.64;7239.94;520343.63;239975.09;4195120.11;64.25;-8.117996;-34.894344
Rua Bento Loyola, 70 - Casa Amarela;Casa Amarela;Rua Bento Loyola;70;125;7305.25;7036.76;589226.03;129495.1;817500.07;80.66;-8.027156;-34.912795
Av Joao De Barros, 765 - Boa Vista;Boa Vista;Av Joao De Barros;765;124;7887.84;7772.12;483145.54;373643.74;644993.8;61.21;-8.047869;-34.890128
Rua Ministro Nelson Hungria, 696 - Boa Viagem;Boa Viagem;Rua Ministro Nelson Hungria;696;124;9317.35;9352.44;450792.49;123465.44;890166.75;49.01;-8.114222;-34.899621
Rua Lago Verde, 151 - Iputinga;Iputinga;Rua Lago Verde;151;124;7883.11;8235.48;294497.76;254988.37;381921.46;37.38;-8.04514;-34.943069
Av Sul Gov Cid Sampaio, 5095 - Imbiribeira;Imbiribeira;Av Sul Gov Cid Sampaio;5095;124;7661.59;7103.88;334058.59;100420.17;545889.1;43.61;-8.116308;-34.909927
Rua Copacabana, 35 - Boa Viagem;Boa Viagem;Rua Copacabana;35;124;7113.89;7041.68;424429.29;233000.0;613301.11;59.78;-8.137791;-34.908737
Rua Dos Navegantes, 1415 - Boa Viagem;Boa Viagem;Rua Dos Navegantes;1415;123;13506.94;13704.48;2831677.8;198974.68;6615750.05;205.65;-8.11892;-34.894935
Rua Bom Pastor, 1505 - Cordeiro;Cordeiro;Rua Bom Pastor;1505;123;6466.38;6515.92;373950.9;239334.68;481416.71;57.83;-8.050481;-34.938725
Rua Antonio Lumack Do Monte, 203 - Boa Viagem;Boa Viagem;Rua Antonio Lumack Do Monte;203;123;6142.52;6121.4;412161.79;100055.05;1601714.45;67.47;-8.118103;-34.902248
Rua Padre Bernardino Pessoa, 291 - Boa Viagem;Boa Viagem;Rua Padre Bernardino Pessoa;291;123;9368.2;9010.07;464094.39;288194.83;791818.66;50.05;-8.113916;-34.895456
Rua Evaristo Carneiro Leao, 273 - Imbiribeira;Imbiribeira;Rua Evaristo Carneiro Leao;273;123;5668.41;5514.34;336521.49;256166.47;451517.0;59.4;-8.129665;-34.91215
Av Governador Agamenon Magalhaes, 4775 - Ilha Do Leite;Ilha Do Leite;Av Governador Agamenon Magalhaes;4775;123;10323.28;9231.83;391785.69;252028.62;799458.29;37.96;-8.064096;-34.89676
Rua Othon Paraiso, 211 - Torreao;Torreao;Rua Othon Paraiso;211;123;7874.25;7928.08;558955.83;51653.36;740946.89;70.98;-8.039356;-34.883813
Rua Izabel Magalhaes, 128 - Boa Viagem;Boa Viagem;Rua Izabel Magalhaes;128;122;8381.94;8351.21;419332.93;269439.55;692154.11;50.52;-8.138767;-34.906409
Rua Braulio Goncalves, 115 - Madalena;Madalena;Rua Braulio Goncalves;115;121;9005.97;8906.06;631483.86;430889.97;833401.27;70.12;-8.052624;-34.90869
Av Doutor Jose Rufino, 2984 - Tejipio;Tejipio;Av Doutor Jose Rufino;2984;121;4552.7;4423.11;287179.08;150864.41;432869.56;63.08;-8.091005;-34.948979
Rua Antonio Vicente, 648 - Boa Viagem;Boa Viagem;Rua Antonio Vicente;648;121;6436.53;6482.71;439831.6;40765.33;601724.35;68.4;-8.132999;-34.910114
Rua Guimaraes Peixoto, 295 - Casa Amarela;Casa Amarela;Rua Guimaraes Peixoto;295;120;8305.95;8253.67;789084.14;405442.74;1002668.79;95.01;-8.027255;-34.907194
Rua Oscar Pinto, 300 - Casa Amarela;Casa Amarela;Rua Oscar Pinto;300;120;7525.9;7420.8;567116.41;332987.38;714325.87;75.35;-8.025473;-34.911642
Rua Ricardo Hardman, 55 - Tamarineira;Tamarineira;Rua Ricardo Hardman;55;119;11883.01;11990.58;2284153.83;125831.56;3190839.48;192.21;-8.036339;-34.901258
Rua Do Fonseca, 279 - Ilha Do Retiro;Ilha Do Retiro;Rua Do Fonseca;279;118;6040.46;7056.45;989367.96;241440.29;1485631.92;163.79;-8.063993;-34.906228
Rua Faustino Porto, 322 - Boa Viagem;Boa Viagem;Rua Faustino Porto;322;118;5975.86;5469.56;253198.31;56102.81;383899.91;42.39;-8.117157;-34.898621
Rua Marques De Alegrete, 99 - Pina;Pina;Rua Marques De Alegrete;99;118;9116.83;9347.15;674631.84;429710.58;907927.58;74.0;-8.086588;-34.889982
Rua Jose Rodrigues, 115 - Pina;Pina;Rua Jose Rodrigues;115;117;2551.09;2542.8;90650.75;90650.75;90650.75;35.53;-8.094189;-34.890588
Av Boa Viagem, 2290 - Boa Viagem;Boa Viagem;Av Boa Viagem;2290;117;9847.57;10949.39;667224.11;209359.98;1554815.12;67.53;-8.114029;-34.891954
Rua Larga Do Feitosa, 282 - Encruzilhada;Encruzilhada;Rua Larga Do Feitosa;282;116;7213.56;7407.12;500611.4;364447.23;695322.98;69.57;-8.036923;-34.885596
Rua Andre Reboucas, 45 - Rosarinho;Rosarinho;Rua Andre Reboucas;45;116;7476.52;8729.96;1055292.02;347246.55;1587975.45;141.09;-8.033397;-34.896962
Rua Jose Maria De Miranda, 300 - Boa Viagem;Boa Viagem;Rua Jose Maria De Miranda;300;116;6753.01;6714.92;707958.12;549611.95;902887.01;104.84;-8.107862;-34.893792
Rua Antonio De Sa Leitao, 139 - Boa Viagem;Boa Viagem;Rua Antonio De Sa Leitao;139;115;8215.18;8009.61;462620.34;138248.96;929155.5;56.32;-8.110606;-34.896257
Av Engenheiro Domingos Ferreira, 2448 - Boa Viagem;Boa Viagem;Av Engenheiro Domingos Ferreira;2448;115;10809.87;10893.93;578100.39;343393.24;929242.92;54.28;-8.113561;-34.894358
Rua Jose Bonifacio, 1356 - Torre;Torre;Rua Jose Bonifacio;1356;114;5443.66;5400.27;343098.98;256521.82;497440.72;63.05;-8.039016;-34.908955
Rua Manoel Bernardes, 282 - Madalena;Madalena;Rua Manoel Bernardes;282;114;8054.01;8233.48;806614.2;605701.61;949583.92;100.15;-8.048941;-34.911117
Rua Nossa Senhora De Pompeia, 86 - Encruzilhada;Encruzilhada;Rua Nossa Senhora De Pompeia;86;113;9740.65;9586.49;697957.7;403876.16;1058371.93;71.66;-8.036059;-34.893318
Rua Engenheiro Nestor Moreira Reis, 185 - Rosarinho;Rosarinho;Rua Engenheiro Nestor Moreira Reis;185;113;8031.82;7758.34;773230.88;549883.9;1102073.39;96.21;-8.030701;-34.895884
Rua Professora Angela Pinto, 97 - Torre;Torre;Rua Professora Angela Pinto;97;113;5233.56;5072.5;331607.06;215735.52;512031.86;63.55;-8.038866;-34.908454
Est Do Arraial, 2483 - Tamarineira;Tamarineira;Est Do Arraial;2483;113;4085.7;2661.05;214050.93;78874.08;560039.46;53.6;-8.03157;-34.905398
Av Sul Gov Cid Sampaio, 5061 - Imbiribeira;Imbiribeira;Av Sul Gov Cid Sampaio;5061;113;6379.01;6220.84;345160.54;256562.42;465558.32;54.15;-8.115988;-34.909855
Rua Nogueira De Souza, 326 - Pina;Pina;Rua Nogueira De Souza;326;111;8205.63;8281.81;790812.28;613224.4;1041079.45;96.38;-8.086893;-34.889399
Rua Antonio Falcao, 141 - Boa Viagem;Boa Viagem;Rua Antonio Falcao;141;110;12593.48;12435.7;610015.52;463863.99;790988.22;48.51;-8.113603;-34.900405
Est Do Encanamento, 1048 - Casa Amarela;Casa Amarela;Est Do Encanamento;1048;110;6502.75;6579.12;324898.89;215953.48;523978.14;50.12;-8.030313;-34.918235
Rua Das Creoulas, 58 - Gracas;Gracas;Rua Das Creoulas;58;110;7905.56;7713.68;624833.92;92399.82;951067.69;78.97;-8.05005;-34.898799
Rua Prof Pedro Augusto Carneiro Leao, 585 - Imbiribeira;Imbiribeira;Rua Prof Pedro Augusto Carneiro Leao;585;110;3972.37;4127.92;177224.08;55216.84;223685.58;44.67;-8.117149;-34.909527
Rua Poeta Zezito Neves, 281 - Boa Viagem;Boa Viagem;Rua Poeta Zezito Neves;281;109;9822.26;9762.9;359792.76;233074.26;579461.01;37.01;-8.112876;-34.895912
Av Montevideu, 172 - Boa Vista;Boa Vista;Av Montevideu;172;108;7938.6;8266.7;371372.68;37920.73;2446126.72;47.47;-8.050646;-34.893218
Rua Visconde De Jequitinhonha, 1144 - Boa Viagem;Boa Viagem;Rua Visconde De Jequitinhonha;1144;108;13261.68;12730.4;271710.04;63172.14;441755.24;20.51;-8.131209;-34.903173
Rua Tenente Joao Cicero, 470 - Boa Viagem;Boa Viagem;Rua Tenente Joao Cicero;470;108;11710.12;11506.96;389325.15;22393.25;526694.93;33.28;-8.112202;-34.896487
Rua Desembargador Joao Paes, 527 - Boa Viagem;Boa Viagem;Rua Desembargador Joao Paes;527;108;10918.92;10911.0;653885.69;407327.8;877516.67;59.88;-8.126137;-34.903263
Rua Das Fronteiras, 175 - Boa Vista;Boa Vista;Rua Das Fronteiras;175;107;2939.39;2948.8;339781.83;231776.16;3657492.45;116.05;-8.060117;-34.896938
Rua Frei Matias Tevis, 280 - Ilha Do Leite;Ilha Do Leite;Rua Frei Matias Tevis;280;106;6983.56;6413.12;343372.25;229825.78;738232.54;49.19;-8.063946;-34.895723
Av Jose Americo De Almeida, 235 - Macaxeira;Macaxeira;Av Jose Americo De Almeida;235;106;5413.41;5195.57;258331.25;180429.97;351752.59;47.86;-8.014384;-34.930376
Rua Ministro Nelson Hungria, 86 - Boa Viagem;Boa Viagem;Rua Ministro Nelson Hungria;86;106;7047.17;7181.78;337630.48;256338.78;406138.34;47.91;-8.113273;-34.898938
Rua Marechal Deodoro, 300 - Encruzilhada;Encruzilhada;Rua Marechal Deodoro;300;106;4843.69;4858.91;252792.32;215976.72;290000.0;52.2;-8.038257;-34.885347
Av Liberdade, 440 - Jardim Sao Paulo;Jardim Sao Paulo;Av Liberdade;440;105;6671.43;6390.2;378425.19;253908.44;552194.05;56.72;-8.083165;-34.959465
Rua Aviador Severiano Lins, 466 - Boa Viagem;Boa Viagem;Rua Aviador Severiano Lins;466;105;7747.67;7550.56;437226.0;267716.13;643312.17;56.75;-8.110036;-34.894703
Rua Francisco Da Cunha, 1640 - Boa Viagem;Boa Viagem;Rua Francisco Da Cunha;1640;105;9212.32;9005.66;1083809.47;85275.55;1439024.93;117.64;-8.118812;-34.899167
Rua Da Aurora, 295 - Boa Vista;Boa Vista;Rua Da Aurora;295;105;4533.92;4293.31;194469.41;65362.49;384832.8;44.06;-8.061005;-34.881387
Rua Dona Julieta, 360 - Encruzilhada;Encruzilhada;Rua Dona Julieta;360;105;7680.48;7735.58;523209.65;347172.15;632093.8;68.15;-8.033385;-34.890962
Rua Acu, 251 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Acu;251;105;6278.08;5961.51;353477.85;140731.72;572250.05;56.31;-8.082307;-34.94126
Rua Regueira Costa, 265 - Rosarinho;Rosarinho;Rua Regueira Costa;265;105;6405.86;6445.27;342217.49;285186.68;425878.68;53.42;-8.032985;-34.898666
Rua Sao Mateus, 852 - Iputinga;Iputinga;Rua Sao Mateus;852;104;5276.73;5397.38;268321.82;29285.48;400567.09;50.85;-8.033984;-34.933912
Rua Padre Bernardino Pessoa, 408 - Boa Viagem;Boa Viagem;Rua Padre Bernardino Pessoa;408;104;10004.67;9765.82;366137.92;236543.06;752055.75;36.96;-8.11338;-34.895451
Rua Jose Carvalheira, 56 - Tamarineira;Tamarineira;Rua Jose Carvalheira;56;103;8606.65;8525.0;366516.88;282272.05;522637.58;42.58;-8.030645;-34.904012
Rua Professor Julio Ferreira De Melo, 225 - Boa Viagem;Boa Viagem;Rua Professor Julio Ferreira De Melo;225;103;7324.62;7130.46;345784.19;221962.68;603713.22;47.59;-8.115017;-34.898028
Rua Leandro Barreto, 355 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Leandro Barreto;355;103;3457.91;3444.45;207971.85;87602.01;324694.7;60.17;-8.083146;-34.951126
Rua Visconde De Jequitinhonha, 793 - Boa Viagem;Boa Viagem;Rua Visconde De Jequitinhonha;793;102;9497.27;9176.58;382134.27;23161.16;671054.12;40.62;-8.133103;-34.904275
Rua Visconde De Jequitinhonha, 290 - Boa Viagem;Boa Viagem;Rua Visconde De Jequitinhonha;290;102;9309.12;9550.8;761747.77;241379.43;976563.49;81.76;-8.123469;-34.904227
Rua Amalia Bernardino De Souza, 283 - Boa Viagem;Boa Viagem;Rua Amalia Bernardino De Souza;283;102;8372.42;8539.71;319860.14;92838.25;369728.31;38.21;-8.125756;-34.90866
Av Conselheiro Aguiar, 1748 - Boa Viagem;Boa Viagem;Av Conselheiro Aguiar;1748;102;11621.62;12098.44;817179.22;65534.02;1282778.27;70.78;-8.105425;-34.88915
Rua Sao Mateus, 1060 - Iputinga;Iputinga;Rua Sao Mateus;1060;101;5072.67;4911.17;231430.68;38021.89;386535.83;45.62;-8.034169;-34.934003
Rua Evaristo Da Veiga, 217 - Casa Amarela;Casa Amarela;Rua Evaristo Da Veiga;217;100;5470.37;5244.74;286426.18;206873.69;471218.71;52.62;-8.02927;-34.914839
Rua Sebastiao De Alencastro Salazar, 100 - Varzea;Varzea;Rua Sebastiao De Alencastro Salazar;100;100;3129.11;3869.99;118123.98;23301.56;288617.51;37.75;-8.052724;-34.958387
Rua Benjamin Constant, 122 - Torre;Torre;Rua Benjamin Constant;122;100;8730.72;8744.92;905390.94;654466.1;1085945.14;103.7;-8.045225;-34.906387
Rua Do Riachuelo, 105 - Boa Vista;Boa Vista;Rua Do Riachuelo;105;100;3745.03;3423.38;102758.67;61152.3;251113.62;29.64;-8.060507;-34.881781
Av Dezessete De Agosto, 2720 - Monteiro;Monteiro;Av Dezessete De Agosto;2720;100;6699.62;7946.29;1479213.07;569179.35;2460091.99;223.1;-8.031924;-34.923198
Rua Sao Vicente, 255 - Tamarineira;Tamarineira;Rua Sao Vicente;255;99;8600.48;8685.35;616674.67;115093.81;759074.38;71.96;-8.027714;-34.905847
Rua Jorge Couceiro Da Costa Eiras, 790 - Boa Viagem;Boa Viagem;Rua Jorge Couceiro Da Costa Eiras;790;99;10208.07;10116.6;301242.42;242000.0;590000.0;29.6;-8.122242;-34.906446
Rua Maestro Fernando Borges, 87 - Caxanga;Caxanga;Rua Maestro Fernando Borges;87;99;5066.94;5096.55;281966.7;170832.89;2163499.26;69.33;-8.026912;-34.953147
Rua Francisco Da Cunha, 657 - Boa Viagem;Boa Viagem;Rua Francisco Da Cunha;657;99;9874.22;9560.71;357316.5;222428.28;633454.93;36.69;-8.113161;-34.895319
Av Boa Viagem, 848 - Pina;Pina;Av Boa Viagem;848;98;11244.19;10308.51;476406.59;304727.9;811736.74;42.4;-8.099026;-34.884415
Rua Davino Pontual, 182 - Torre;Torre;Rua Davino Pontual;182;98;9074.86;8904.22;511372.85;31405.45;726610.06;56.33;-8.047174;-34.908201
Rua Baltazar Passos, 480 - Boa Viagem;Boa Viagem;Rua Baltazar Passos;480;98;7628.45;7538.61;281175.19;82454.27;404164.17;36.88;-8.14379;-34.907773
Rua Presidente Nilo Pecanha, 231 - Imbiribeira;Imbiribeira;Rua Presidente Nilo Pecanha;231;98;4253.07;4046.57;174928.58;119609.26;269395.73;41.13;-8.117054;-34.91013
Rua Pe Carapuceiro, 752 - Boa Viagem;Boa Viagem;Rua Pe Carapuceiro;752;98;8360.79;8245.4;665248.68;385924.02;1023013.86;80.51;-8.116767;-34.901633
Av Governador Agamenon Magalhaes, 2656 - Espinheiro;Espinheiro;Av Governador Agamenon Magalhaes;2656;98;4457.77;4896.92;299306.38;58782.33;2962983.83;65.54;-8.04669;-34.891968
Rua Alfredo De Medeiros, 125 - Espinheiro;Espinheiro;Rua Alfredo De Medeiros;125;98;8729.32;8853.67;436385.67;51062.33;662587.75;50.82;-8.040957;-34.890412
Rua Mamanguape, 583 - Boa Viagem;Boa Viagem;Rua Mamanguape;583;98;8301.11;8237.96;339377.67;224740.31;521411.1;41.5;-8.115204;-34.899338
Rua Marques De Alegrete, 59 - Pina;Pina;Rua Marques De Alegrete;59;97;8191.5;8217.8;616499.05;463050.99;814753.61;75.26;-8.086343;-34.890244
Rua Larga Do Feitosa, 258 - Encruzilhada;Encruzilhada;Rua Larga Do Feitosa;258;97;6396.09;6415.03;542425.67;317561.32;695440.34;84.77;-8.036717;-34.885722
Rua Padre Carapuceiro, 815 - Boa Viagem;Boa Viagem;Rua Padre Carapuceiro;815;97;9981.32;10220.82;1444323.27;30143.55;2076619.85;142.22;-8.117011;-34.903372
Rua Atlantico, 69 - Pina;Pina;Rua Atlantico;69;97;9137.03;8572.12;413107.48;250643.03;708500.06;45.73;-8.098242;-34.884436
Av Beira Rio Governador Eduardo Campos, 501 - Madalena;Madalena;Av Beira Rio Governador Eduardo Campos;501;97;11048.4;11455.53;509925.81;304966.93;1960330.14;49.07;-8.052624;-34.90869
Rua Dom Manoel Da Costa, 305 - Madalena;Madalena;Rua Dom Manoel Da Costa;305;97;3105.17;1352.95;233850.3;89474.23;515430.57;76.22;-8.047924;-34.911158
Rua Sa E Souza, 286 - Boa Viagem;Boa Viagem;Rua Sa E Souza;286;97;6731.43;6104.6;234191.19;40504.05;400817.57;35.96;-8.134514;-34.906778
Rua Paula Batista, 539 - Casa Amarela;Casa Amarela;Rua Paula Batista;539;97;7732.3;7841.4;447467.98;344530.84;537228.78;57.87;-8.027318;-34.916209
Rua Conselheiro Nabuco, 210 - Casa Amarela;Casa Amarela;Rua Conselheiro Nabuco;210;97;7813.38;8080.99;582226.49;382326.48;826726.55;74.52;-8.029468;-34.915541
Rua Real Da Torre, 955 - Madalena;Madalena;Rua Real Da Torre;955;97;7694.79;7892.31;1542497.67;448089.81;2728190.05;200.46;-8.047541;-34.909524
Rua Amaro Gomes Poroca, 317 - Varzea;Varzea;Rua Amaro Gomes Poroca;317;96;6135.83;6124.96;366498.34;220182.19;561245.86;59.93;-8.048955;-34.95653
Rua Monte Azul, 38 - Ponto De Parada;Ponto De Parada;Rua Monte Azul;38;96;6762.97;6820.72;494082.53;41465.23;681485.36;73.15;-8.028908;-34.893536
Rua Cel Anizio Rodrigues Coelho, 255 - Boa Viagem;Boa Viagem;Rua Cel Anizio Rodrigues Coelho;255;95;6445.43;6675.25;331519.53;25721.83;549139.73;50.95;-8.12322;-34.906911
Rua Presidente Venceslau, 661 - Ibura;Ibura;Rua Presidente Venceslau;661;95;2999.92;3160.09;121616.63;84062.47;149469.43;40.54;-8.130102;-34.932363
Rua Joao Fernandes Vieira, 587 - Boa Vista;Boa Vista;Rua Joao Fernandes Vieira;587;95;6925.32;6213.34;327070.86;220428.37;691088.05;47.16;-8.052265;-34.893509
Rua Jose De Holanda, 510 - Torre;Torre;Rua Jose De Holanda;510;95;7814.12;7170.93;531594.82;80358.37;883510.48;68.03;-8.044586;-34.90906
C De Santa Rita, 595 - Sao Jose;Sao Jose;C De Santa Rita;595;94;10707.54;11389.38;2668223.81;350350.73;5744491.1;249.0;-8.0714;-34.87618
Rua Pavuna, 20 - Curado;Curado;Rua Pavuna;20;94;4071.51;3822.54;164367.04;128399.7;230125.89;40.37;-8.083702;-34.955239
Rua Sao Mateus, 1160 - Iputinga;Iputinga;Rua Sao Mateus;1160;94;4744.35;4668.62;240538.8;34989.74;375835.93;50.7;-8.034169;-34.934003
Rua Leandro Barreto, 76 - Jardim Sao Paulo;Jardim Sao Paulo;Rua Leandro Barreto;76;94;5299.96;5356.94;332999.23;272337.63;426161.52;63.05;-8.083108;-34.950979
Rua Onze De Agosto, 550 - Curado;Curado;Rua Onze De Agosto;550;94;4708.93;4471.53;171030.56;78877.39;262508.36;36.32;-8.083702;-34.955239
Rua Dr Joao Marques, 60 - Ilha Do Retiro;Ilha Do Retiro;Rua Dr Joao Marques;60;94;7782.95;7829.88;575016.19;418620.41;708857.62;73.88;-8.063481;-34.907281
Av Conselheiro Aguiar, 1350 - Boa Viagem;Boa Viagem;Av Conselheiro Aguiar;1350;93;4373.68;4016.39;228718.41;53044.05;367150.69;54.72;-8.101242;-34.88714
Av Manoel Borba, 694 - Soledade;Soledade;Av Manoel Borba;694;93;6378.55;5773.9;168671.44;122194.77;264844.06;26.51;-8.059038;-34.891584
Est De Belem, 571 - Hipodromo;Hipodromo;Est De Belem;571;93;6405.07;6459.69;453507.09;291503.34;547449.02;70.86;-8.034427;-34.886061
Rua Padre Roma, 34 - Tamarineira;Tamarineira;Rua Padre Roma;34;92;8849.43;9114.04;424129.68;263813.73;806052.89;47.97;-8.033081;-34.903936
Av Santos Dumont, 1470 - Rosarinho;Rosarinho;Av Santos Dumont;1470;92;7644.32;7090.26;531800.59;360939.22;877370.08;69.41;-8.02928;-34.894801
Rua Padre Carapuceiro, 821 - Boa Viagem;Boa Viagem;Rua Padre Carapuceiro;821;91;9823.59;9947.2;1006187.27;52482.95;1472517.47;99.64;-8.116727;-34.903639
Rua Do Chacon, 274 - Poco;Poco;Rua Do Chacon;274;91;3227.23;2260.79;162588.01;109344.2;346647.45;50.38;-8.039999;-34.919765
Rua Amaro Coutinho, 213 - Encruzilhada;Encruzilhada;Rua Amaro Coutinho;213;91;7715.28;7591.28;620854.78;474977.27;883321.0;80.49;-8.035915;-34.892877
Rua Setubal, 1432 - Boa Viagem;Boa Viagem;Rua Setubal;1432;90;10601.41;10076.38;504321.01;269556.26;1066307.55;47.55;-8.144439;-34.905936
Rua Pio Ix, 249 - Torre;Torre;Rua Pio Ix;249;90;8200.06;8566.77;591001.21;126009.48;762245.67;72.05;-8.046265;-34.91116
Rua General Americano Freire, 300 - Boa Viagem;Boa Viagem;Rua General Americano Freire;300;90;6617.47;6267.85;246314.47;203491.93;379661.49;37.22;-8.123673;-34.906645
Rua Padre Carapuceiro, 752 - Boa Viagem;Boa Viagem;Rua Padre Carapuceiro;752;90;8262.76;8028.6;687031.72;425856.74;1010421.21;83.64;-8.116767;-34.901633
Rua Pandia Calogeras, 115 - Prado;Prado;Rua Pandia Calogeras;115;90;7003.43;6857.64;501586.7;301220.29;673131.65;71.62;-8.060575;-34.911214
Rua Do Espinheiro, 690 - Espinheiro;Espinheiro;Rua Do Espinheiro;690;90;7572.95;7244.36;406635.6;260074.99;577561.84;53.7;-8.042992;-34.892766
Av Fernando Simoes Barbosa, 1222 - Boa Viagem;Boa Viagem;Av Fernando Simoes Barbosa;1222;89;8741.89;8260.57;456653.78;334344.21;622068.44;52.2;-8.120793;-34.901691
Av Conselheiro Rosa E Silva, 1206 - Aflitos;Aflitos;Av Conselheiro Rosa E Silva;1206;89;6313.82;6505.61;550083.77;178607.1;870154.54;87.18;-8.040859;-34.898136
Rua Dr Pedro De Mello Cahu, 22 - Boa Viagem;Boa Viagem;Rua Dr Pedro De Mello Cahu;22;89;9624.18;9897.84;1703365.38;103172.16;2288192.28;177.06;-8.110967;-34.896068
Rua Marechal Deodoro, 340 - Encruzilhada;Encruzilhada;Rua Marechal Deodoro;340;88;6090.23;5945.19;447909.55;260000.67;675477.77;73.55;-8.037933;-34.884999
Rua Oscar Pinto, 350 - Casa Amarela;Casa Amarela;Rua Oscar Pinto;350;88;6669.33;6652.99;453768.9;341074.09;601913.49;68.14;-8.025473;-34.911642
Rua Conde De Iraja, -1 - Torre;Torre;Rua Conde De Iraja;-1;88;5891.85;5846.98;443817.44;372430.89;511611.14;75.48;-8.045965;-34.90882
Rua Jonathas De Vasconcelos, 427 - Boa Viagem;Boa Viagem;Rua Jonathas De Vasconcelos;427;88;7660.02;7615.46;484229.9;348500.81;657332.38;63.18;-8.124963;-34.907531
Av Helio Falcao, 575 - Boa Viagem;Boa Viagem;Av Helio Falcao;575;87;8059.27;7946.67;387936.14;253037.45;654000.06;48.26;-8.125778;-34.902518
Rua Alfredo De Carvalho, 80 - Espinheiro;Espinheiro;Rua Alfredo De Carvalho;80;87;8108.3;8188.34;755822.35;122952.85;971839.1;93.21;-8.040963;-34.889283
Av Boa Viagem, 5680 - Boa Viagem;Boa Viagem;Av Boa Viagem;5680;87;15680.64;17678.81;3459784.28;1330681.36;8556488.81;216.17;-8.138517;-34.902832
Rua Setubal, 777 - Boa Viagem;Boa Viagem;Rua Setubal;777;87;7844.29;7321.34;395745.31;240618.97;825368.39;50.59;-8.13781;-34.902764
Rua Sao Vicente, 295 - Tamarineira;Tamarineira;Rua Sao Vicente;295;87;8401.3;8559.28;575175.84;395911.84;748967.3;68.44;-8.027659;-34.905834
Rua Vinte E Quatro De Junho, 35 - Encruzilhada;Encruzilhada;Rua Vinte E Quatro De Junho;35;87;6803.29;6813.28;511201.87;362921.21;671478.35;75.22;-8.037169;-34.886313
Rua Jose Rodrigues, 85 - Pina;Pina;Rua Jose Rodrigues;85;87;2551.88;2560.76;90650.75;90650.75;90650.75;35.52;-8.094189;-34.890588
